Experiment_ID,Cell_Line,Concentration,Exposure_Time,ROS,LDH,Apoptosis,Cell_Viability,Toxicity_Score,IC50,Safe_Range
EXP-ZNO-02716,HepG2,161.22,24,75.69,66.43,62.54,14.96,80.85,42.0,0 - 18.9
EXP-ZNO-02717,CHO,12.9,48,19.63,8.19,11.02,77.85,16.09,43.15,0 - 19.42
EXP-ZNO-02718,PC12,124.01,12,81.67,73.21,72.18,16.68,91.77,50.98,0 - 22.94
EXP-ZNO-02719,NIH-3T3,194.55,72,62.43,54.95,50.97,8.2,59.42,44.25,0 - 19.91
EXP-ZNO-02720,HeLa,149.49,48,68.38,53.6,57.89,15.32,72.74,35.31,0 - 15.89
EXP-ZNO-02721,PC12,53.14,48,72.78,59.19,60.33,32.26,76.31,31.38,0 - 14.12
EXP-ZNO-02722,HeLa,0.95,12,0.0,0.38,0.74,100.0,0.17,57.36,0 - 25.81
EXP-ZNO-02723,A549,133.76,6,89.51,78.81,67.07,17.76,97.08,61.73,0 - 27.78
EXP-ZNO-02724,CHO,177.91,12,68.17,57.49,50.64,18.6,63.5,70.1,0 - 31.55
EXP-ZNO-02725,CHO,85.54,48,59.47,46.47,49.3,23.41,58.1,43.15,0 - 19.42
EXP-ZNO-02726,CHO,168.97,72,70.85,62.69,53.02,10.14,68.81,37.44,0 - 16.85
EXP-ZNO-02727,A549,69.74,72,91.03,78.07,75.09,12.36,102.0,25.87,0 - 11.64
EXP-ZNO-02728,Jurkat,143.58,72,100.0,94.48,85.25,5.0,122.8,20.42,0 - 9.19
EXP-ZNO-02729,Caco-2,106.36,12,57.22,49.19,46.99,31.82,56.96,63.73,0 - 28.68
EXP-ZNO-02730,HepG2,54.66,72,70.08,62.23,57.93,20.6,75.33,28.59,0 - 12.87
EXP-ZNO-02731,Caco-2,117.42,24,64.27,59.48,48.8,22.65,64.38,50.0,0 - 22.5
EXP-ZNO-02732,Caco-2,131.48,24,61.27,56.12,49.55,20.58,64.42,50.0,0 - 22.5
EXP-ZNO-02733,Jurkat,145.17,12,100.0,91.85,80.96,5.13,121.36,38.24,0 - 17.21
EXP-ZNO-02734,MCF-7,180.35,24,98.07,86.47,76.15,6.98,113.15,35.0,0 - 15.75
EXP-ZNO-02735,CHO,180.76,48,77.49,63.25,57.94,5.3,72.92,43.15,0 - 19.42
EXP-ZNO-02736,HeLa,182.57,6,82.86,68.78,65.04,9.68,81.81,73.1,0 - 32.9
EXP-ZNO-02737,PC12,77.74,12,60.88,50.59,46.36,38.65,66.0,50.98,0 - 22.94
EXP-ZNO-02738,HEK293,168.68,12,52.31,47.82,48.65,25.11,53.02,76.47,0 - 34.41
EXP-ZNO-02739,Jurkat,158.11,12,100.0,86.83,76.94,11.19,115.66,38.24,0 - 17.21
EXP-ZNO-02740,Jurkat,153.64,48,100.0,89.38,81.82,9.39,118.28,23.54,0 - 10.59
EXP-ZNO-02741,Caco-2,193.93,12,60.04,57.71,54.12,20.45,65.13,63.73,0 - 28.68
EXP-ZNO-02742,A549,195.91,48,98.53,89.64,77.47,5.0,110.73,29.81,0 - 13.42
EXP-ZNO-02743,HEK293,161.36,48,62.02,60.71,54.38,8.39,64.15,47.08,0 - 21.18
EXP-ZNO-02744,Caco-2,132.33,12,52.88,51.91,44.84,29.68,57.24,63.73,0 - 28.68
EXP-ZNO-02745,Jurkat,124.92,72,100.0,81.57,90.21,6.54,120.25,20.42,0 - 9.19
EXP-ZNO-02746,A549,30.96,48,59.69,49.28,42.18,47.36,62.37,29.81,0 - 13.42
EXP-ZNO-02747,HepG2,186.69,72,78.01,66.07,58.21,14.18,81.01,28.59,0 - 12.87
EXP-ZNO-02748,PC12,106.48,72,79.53,75.25,71.9,15.08,92.5,27.23,0 - 12.25
EXP-ZNO-02749,Caco-2,121.7,72,73.45,63.23,59.54,8.24,75.04,34.04,0 - 15.32
EXP-ZNO-02750,NIH-3T3,198.49,12,51.31,42.71,43.17,27.8,47.4,82.85,0 - 37.28
EXP-ZNO-02751,Caco-2,146.81,48,69.92,65.47,60.22,8.03,74.88,39.23,0 - 17.65
EXP-ZNO-02752,CHO,92.66,6,39.94,30.58,32.13,47.39,39.33,89.35,0 - 40.21
EXP-ZNO-02753,HEK293,94.58,24,50.63,48.4,41.24,30.92,49.4,60.0,0 - 27.0
EXP-ZNO-02754,PC12,51.32,24,68.92,51.77,51.16,39.36,68.48,40.0,0 - 18.0
EXP-ZNO-02755,A549,96.72,24,83.03,76.28,68.15,17.88,95.2,38.0,0 - 17.1
EXP-ZNO-02756,HeLa,162.21,72,76.46,72.16,63.82,7.67,81.85,30.64,0 - 13.79
EXP-ZNO-02757,NIH-3T3,194.2,12,57.22,51.5,46.3,15.09,54.86,82.85,0 - 37.28
EXP-ZNO-02758,HepG2,177.04,72,78.39,74.98,65.4,8.48,86.62,28.59,0 - 12.87
EXP-ZNO-02759,HepG2,116.99,12,68.07,62.53,56.32,23.38,73.24,53.53,0 - 24.09
EXP-ZNO-02760,HepG2,73.84,12,39.9,39.98,44.41,42.52,51.85,53.53,0 - 24.09
EXP-ZNO-02761,PC12,192.81,72,92.6,80.28,76.37,6.75,101.94,27.23,0 - 12.25
EXP-ZNO-02762,Jurkat,170.23,12,100.0,89.56,76.84,10.43,116.67,38.24,0 - 17.21
EXP-ZNO-02763,Jurkat,86.49,12,89.8,77.84,74.79,19.77,105.26,38.24,0 - 17.21
EXP-ZNO-02764,HepG2,93.75,6,53.25,51.79,43.8,41.67,56.86,68.23,0 - 30.7
EXP-ZNO-02765,HeLa,24.69,72,34.43,30.83,32.52,58.7,37.04,30.64,0 - 13.79
EXP-ZNO-02766,NIH-3T3,94.23,24,36.47,41.12,35.69,35.46,40.87,65.0,0 - 29.25
EXP-ZNO-02767,MCF-7,152.58,12,95.42,91.69,80.76,7.73,113.86,44.61,0 - 20.07
EXP-ZNO-02768,MCF-7,195.37,6,89.85,75.67,74.86,13.4,104.81,56.86,0 - 25.59
EXP-ZNO-02769,HeLa,48.54,72,63.12,57.99,50.0,30.0,63.82,30.64,0 - 13.79
EXP-ZNO-02770,Caco-2,67.01,72,59.79,54.98,49.35,24.53,62.08,34.04,0 - 15.32
EXP-ZNO-02771,Caco-2,61.96,24,44.84,45.36,39.75,42.58,47.92,50.0,0 - 22.5
EXP-ZNO-02772,NIH-3T3,142.26,72,65.77,55.27,47.41,11.72,58.16,44.25,0 - 19.91
EXP-ZNO-02773,Caco-2,139.8,24,64.06,61.92,55.16,22.78,65.53,50.0,0 - 22.5
EXP-ZNO-02774,HeLa,54.11,6,28.26,29.89,33.7,57.29,36.55,73.1,0 - 32.9
EXP-ZNO-02775,HEK293,50.67,24,40.5,28.32,30.08,54.14,33.82,60.0,0 - 27.0
EXP-ZNO-02776,HepG2,170.1,12,74.14,68.83,67.2,14.91,81.67,53.53,0 - 24.09
EXP-ZNO-02777,Caco-2,70.62,24,43.8,46.51,48.76,37.77,51.46,50.0,0 - 22.5
EXP-ZNO-02778,CHO,170.84,6,61.21,42.93,46.2,23.49,57.48,89.35,0 - 40.21
EXP-ZNO-02779,CHO,165.11,6,55.48,57.25,47.5,22.17,59.15,89.35,0 - 40.21
EXP-ZNO-02780,CHO,44.94,72,46.62,35.61,35.27,40.24,44.85,37.44,0 - 16.85
EXP-ZNO-02781,PC12,55.76,12,57.56,46.13,45.67,44.95,60.73,50.98,0 - 22.94
EXP-ZNO-02782,HEK293,191.38,12,67.27,52.56,50.99,15.72,60.46,76.47,0 - 34.41
EXP-ZNO-02783,HepG2,114.12,48,78.84,69.04,64.98,12.19,83.76,32.95,0 - 14.83
EXP-ZNO-02784,HepG2,71.14,24,60.81,56.42,49.13,31.02,65.61,42.0,0 - 18.9
EXP-ZNO-02785,PC12,118.63,6,68.98,56.11,55.06,30.6,74.95,64.98,0 - 29.24
EXP-ZNO-02786,HepG2,71.7,12,57.58,35.77,38.99,42.5,54.05,53.53,0 - 24.09
EXP-ZNO-02787,Jurkat,136.56,6,96.37,82.23,79.14,13.26,112.9,48.74,0 - 21.93
EXP-ZNO-02788,CHO,27.22,24,23.79,13.55,17.6,75.04,19.72,55.0,0 - 24.75
EXP-ZNO-02789,Caco-2,61.44,48,56.55,53.42,43.9,30.48,57.63,39.23,0 - 17.65
EXP-ZNO-02790,Jurkat,2.89,12,1.87,4.48,0.0,100.0,1.36,38.24,0 - 17.21
EXP-ZNO-02791,PC12,89.31,12,76.58,65.53,55.52,26.33,80.85,50.98,0 - 22.94
EXP-ZNO-02792,PC12,182.29,24,87.03,83.93,75.4,5.91,101.6,40.0,0 - 18.0
EXP-ZNO-02793,HEK293,75.65,72,54.66,54.12,47.96,22.77,55.13,40.85,0 - 18.38
EXP-ZNO-02794,Jurkat,155.81,72,100.0,93.28,89.79,5.0,123.45,20.42,0 - 9.19
EXP-ZNO-02795,PC12,13.52,48,21.05,7.79,11.2,89.66,14.06,31.38,0 - 14.12
EXP-ZNO-02796,MCF-7,165.39,6,95.61,73.89,74.36,15.67,104.41,56.86,0 - 25.59
EXP-ZNO-02797,CHO,145.53,48,66.1,55.62,53.96,14.37,65.22,43.15,0 - 19.42
EXP-ZNO-02798,Jurkat,44.63,48,80.53,82.49,70.82,22.79,101.02,23.54,0 - 10.59
EXP-ZNO-02799,NIH-3T3,11.3,48,8.3,3.9,5.14,93.97,4.82,51.0,0 - 22.95
EXP-ZNO-02800,CHO,58.49,6,22.33,28.23,20.06,59.74,28.66,89.35,0 - 40.21
EXP-ZNO-02801,A549,23.68,48,39.35,37.09,33.07,61.16,45.38,29.81,0 - 13.42
EXP-ZNO-02802,HepG2,14.88,12,14.67,18.51,21.95,79.0,20.48,53.53,0 - 24.09
EXP-ZNO-02803,A549,94.66,6,81.37,64.56,63.12,26.46,86.64,61.73,0 - 27.78
EXP-ZNO-02804,CHO,78.03,6,39.45,36.44,30.52,48.95,39.11,89.35,0 - 40.21
EXP-ZNO-02805,HEK293,64.36,72,53.1,44.06,41.45,32.16,48.76,40.85,0 - 18.38
EXP-ZNO-02806,HeLa,178.06,12,71.88,60.45,60.46,12.7,76.16,57.36,0 - 25.81
EXP-ZNO-02807,HEK293,26.56,6,5.79,5.79,5.82,92.77,5.54,97.47,0 - 43.86
EXP-ZNO-02808,HepG2,98.51,12,61.62,65.05,56.63,26.54,70.67,53.53,0 - 24.09
EXP-ZNO-02809,NIH-3T3,11.01,6,0.43,2.31,5.46,90.59,4.77,105.59,0 - 47.52
EXP-ZNO-02810,HepG2,82.14,12,61.21,57.37,51.26,30.13,66.65,53.53,0 - 24.09
EXP-ZNO-02811,HeLa,129.37,24,72.52,69.22,64.06,9.88,79.56,45.0,0 - 20.25
EXP-ZNO-02812,A549,190.02,24,93.34,76.59,69.19,17.87,97.92,38.0,0 - 17.1
EXP-ZNO-02813,HEK293,16.71,72,11.43,10.57,9.21,82.53,11.89,40.85,0 - 18.38
EXP-ZNO-02814,MCF-7,178.42,72,100.0,87.91,83.85,6.71,115.51,23.83,0 - 10.72
EXP-ZNO-02815,PC12,26.87,24,37.96,37.41,32.93,58.84,44.53,40.0,0 - 18.0
EXP-ZNO-02816,CHO,25.05,24,17.24,8.99,13.97,77.55,16.31,55.0,0 - 24.75
EXP-ZNO-02817,Caco-2,58.16,6,35.6,32.02,24.86,58.29,34.68,81.23,0 - 36.55
EXP-ZNO-02818,NIH-3T3,32.77,6,7.1,8.46,10.91,89.21,7.78,105.59,0 - 47.52
EXP-ZNO-02819,Caco-2,133.68,48,65.43,62.33,62.51,11.01,72.49,39.23,0 - 17.65
EXP-ZNO-02820,Caco-2,148.56,6,55.31,48.74,48.29,25.54,59.7,81.23,0 - 36.55
EXP-ZNO-02821,HEK293,99.74,6,33.89,27.1,28.57,51.99,33.26,97.47,0 - 43.86
EXP-ZNO-02822,HepG2,147.1,12,78.06,67.8,63.29,17.52,80.34,53.53,0 - 24.09
EXP-ZNO-02823,Jurkat,17.69,48,47.73,45.64,37.25,55.48,57.51,23.54,0 - 10.59
EXP-ZNO-02824,HEK293,160.63,6,47.78,37.63,41.92,30.8,47.68,97.47,0 - 43.86
EXP-ZNO-02825,Jurkat,141.44,48,100.0,91.88,81.97,5.0,121.65,23.54,0 - 10.59
EXP-ZNO-02826,MCF-7,72.32,72,100.0,83.02,78.76,11.07,110.91,23.83,0 - 10.72
EXP-ZNO-02827,HEK293,51.83,12,19.9,11.63,19.57,70.6,19.86,76.47,0 - 34.41
EXP-ZNO-02828,PC12,45.92,48,67.98,56.4,53.28,35.21,71.81,31.38,0 - 14.12
EXP-ZNO-02829,CHO,136.15,48,68.12,56.76,49.85,16.98,64.01,43.15,0 - 19.42
EXP-ZNO-02830,CHO,125.05,72,65.35,60.37,57.18,12.01,67.23,37.44,0 - 16.85
EXP-ZNO-02831,A549,72.51,12,67.5,59.22,52.85,35.66,74.98,48.43,0 - 21.79
EXP-ZNO-02832,CHO,9.92,48,7.96,4.48,9.04,89.12,8.15,43.15,0 - 19.42
EXP-ZNO-02833,HeLa,97.54,48,77.38,70.93,60.81,12.6,78.94,35.31,0 - 15.89
EXP-ZNO-02834,HeLa,121.56,24,76.69,69.53,58.74,12.25,78.45,45.0,0 - 20.25
EXP-ZNO-02835,A549,133.46,72,88.99,81.05,80.76,8.3,105.5,25.87,0 - 11.64
EXP-ZNO-02836,HepG2,133.47,6,62.0,59.47,55.31,28.43,68.67,68.23,0 - 30.7
EXP-ZNO-02837,MCF-7,76.74,12,81.3,64.77,64.75,27.9,89.67,44.61,0 - 20.07
EXP-ZNO-02838,Jurkat,187.63,48,100.0,91.19,85.82,5.91,121.68,23.54,0 - 10.59
EXP-ZNO-02839,NIH-3T3,176.3,24,51.98,47.98,51.08,13.41,54.84,65.0,0 - 29.25
EXP-ZNO-02840,PC12,19.95,12,18.41,20.23,10.68,81.54,20.18,50.98,0 - 22.94
EXP-ZNO-02841,PC12,102.93,48,87.78,77.21,65.04,14.66,93.8,31.38,0 - 14.12
EXP-ZNO-02842,HepG2,85.63,48,73.27,68.74,59.06,18.27,78.42,32.95,0 - 14.83
EXP-ZNO-02843,Jurkat,106.52,24,87.77,85.13,79.72,16.15,109.47,30.0,0 - 13.5
EXP-ZNO-02844,Jurkat,142.48,6,97.15,83.79,76.85,14.32,112.28,48.74,0 - 21.93
EXP-ZNO-02845,NIH-3T3,170.89,6,47.42,43.01,39.07,29.55,45.62,105.59,0 - 47.52
EXP-ZNO-02846,HEK293,139.39,48,67.16,56.18,52.5,9.52,63.73,47.08,0 - 21.18
EXP-ZNO-02847,MCF-7,142.76,24,91.85,85.02,76.12,10.36,109.2,35.0,0 - 15.75
EXP-ZNO-02848,HeLa,113.26,6,50.57,46.13,45.33,33.05,57.31,73.1,0 - 32.9
EXP-ZNO-02849,Jurkat,61.62,24,88.33,79.82,67.39,25.05,100.39,30.0,0 - 13.5
EXP-ZNO-02850,HEK293,138.72,12,62.41,57.14,45.63,20.22,57.62,76.47,0 - 34.41
EXP-ZNO-02851,CHO,26.16,6,7.24,3.42,1.83,90.82,6.14,89.35,0 - 40.21
EXP-ZNO-02852,A549,134.12,48,100.0,79.4,81.93,5.0,110.04,29.81,0 - 13.42
EXP-ZNO-02853,CHO,9.66,24,5.64,0.0,0.0,98.37,1.75,55.0,0 - 24.75
EXP-ZNO-02854,CHO,191.65,6,70.38,57.5,57.52,15.42,66.26,89.35,0 - 40.21
EXP-ZNO-02855,HepG2,4.61,6,0.0,5.88,0.5,97.96,2.08,68.23,0 - 30.7
EXP-ZNO-02856,A549,148.84,12,82.41,75.45,71.16,14.86,97.25,48.43,0 - 21.79
EXP-ZNO-02857,A549,78.92,12,63.45,61.52,57.34,30.85,78.11,48.43,0 - 21.79
EXP-ZNO-02858,Caco-2,179.8,12,75.71,65.94,55.18,13.16,72.89,63.73,0 - 28.68
EXP-ZNO-02859,HEK293,156.12,6,45.59,40.02,35.85,30.54,46.94,97.47,0 - 43.86
EXP-ZNO-02860,HeLa,191.47,6,70.72,65.5,56.05,17.83,73.46,73.1,0 - 32.9
EXP-ZNO-02861,NIH-3T3,197.12,12,49.47,47.86,42.25,29.33,47.0,82.85,0 - 37.28
EXP-ZNO-02862,HepG2,143.13,72,76.96,70.85,61.86,11.92,83.31,28.59,0 - 12.87
EXP-ZNO-02863,HeLa,24.03,24,24.49,23.57,15.75,70.82,25.39,45.0,0 - 20.25
EXP-ZNO-02864,PC12,109.49,72,90.82,80.58,75.47,5.0,102.43,27.23,0 - 12.25
EXP-ZNO-02865,Caco-2,158.17,6,45.28,52.06,50.71,29.56,56.71,81.23,0 - 36.55
EXP-ZNO-02866,HEK293,62.19,24,28.04,34.52,29.1,49.46,34.36,60.0,0 - 27.0
EXP-ZNO-02867,NIH-3T3,100.42,72,43.1,44.13,44.4,20.0,49.52,44.25,0 - 19.91
EXP-ZNO-02868,A549,134.34,72,97.06,83.76,76.98,5.0,109.23,25.87,0 - 11.64
EXP-ZNO-02869,A549,59.73,12,61.14,45.3,51.25,37.22,69.72,48.43,0 - 21.79
EXP-ZNO-02870,MCF-7,36.31,24,60.86,53.59,46.07,45.79,67.78,35.0,0 - 15.75
EXP-ZNO-02871,NIH-3T3,89.61,6,27.08,23.12,31.08,54.42,29.07,105.59,0 - 47.52
EXP-ZNO-02872,PC12,74.97,12,67.0,55.02,52.96,36.23,70.7,50.98,0 - 22.94
EXP-ZNO-02873,HepG2,39.07,24,41.77,33.85,30.14,59.61,40.05,42.0,0 - 18.9
EXP-ZNO-02874,HepG2,122.68,12,69.34,60.88,56.78,17.31,76.51,53.53,0 - 24.09
EXP-ZNO-02875,PC12,32.79,12,30.5,23.55,29.46,67.22,35.01,50.98,0 - 22.94
EXP-ZNO-02876,Jurkat,0.95,48,0.0,2.95,0.0,99.48,0.91,23.54,0 - 10.59
EXP-ZNO-02877,CHO,66.58,24,46.4,32.61,35.81,44.83,42.42,55.0,0 - 24.75
EXP-ZNO-02878,PC12,24.52,48,29.86,28.87,30.25,62.91,38.39,31.38,0 - 14.12
EXP-ZNO-02879,A549,194.64,48,98.88,83.58,76.53,5.0,109.55,29.81,0 - 13.42
EXP-ZNO-02880,A549,163.4,12,100.0,89.93,79.15,5.0,111.43,48.43,0 - 21.79
EXP-ZNO-02881,HepG2,182.3,24,82.91,72.2,69.55,7.8,88.14,42.0,0 - 18.9
EXP-ZNO-02882,Caco-2,6.15,6,10.43,0.0,5.09,97.36,3.96,81.23,0 - 36.55
EXP-ZNO-02883,Jurkat,4.88,6,6.31,0.04,2.5,98.55,3.08,48.74,0 - 21.93
EXP-ZNO-02884,Caco-2,73.55,24,60.71,53.56,43.3,31.11,58.06,50.0,0 - 22.5
EXP-ZNO-02885,Caco-2,141.48,72,69.86,68.57,59.98,7.09,75.72,34.04,0 - 15.32
EXP-ZNO-02886,HEK293,157.57,48,63.1,57.37,47.58,19.17,58.46,47.08,0 - 21.18
EXP-ZNO-02887,MCF-7,135.99,12,91.93,81.73,74.25,12.86,106.69,44.61,0 - 20.07
EXP-ZNO-02888,MCF-7,188.99,24,98.7,91.72,89.64,5.0,118.06,35.0,0 - 15.75
EXP-ZNO-02889,HepG2,78.65,6,57.9,47.74,45.43,40.24,58.21,68.23,0 - 30.7
EXP-ZNO-02890,Caco-2,153.41,48,73.77,64.53,55.56,8.97,74.37,39.23,0 - 17.65
EXP-ZNO-02891,HeLa,164.22,12,58.34,55.65,59.61,17.32,70.3,57.36,0 - 25.81
EXP-ZNO-02892,NIH-3T3,13.82,72,5.36,0.46,4.05,90.01,5.39,44.25,0 - 19.91
EXP-ZNO-02893,HEK293,191.24,24,63.05,60.63,52.57,8.2,64.17,60.0,0 - 27.0
EXP-ZNO-02894,MCF-7,122.03,72,98.08,82.13,79.0,10.4,110.73,23.83,0 - 10.72
EXP-ZNO-02895,HEK293,132.97,72,63.13,52.96,57.73,11.42,62.49,40.85,0 - 18.38
EXP-ZNO-02896,MCF-7,178.18,6,96.0,78.61,80.82,10.11,110.07,56.86,0 - 25.59
EXP-ZNO-02897,A549,6.84,72,8.64,12.26,8.88,91.22,11.15,25.87,0 - 11.64
EXP-ZNO-02898,HEK293,167.53,72,63.76,56.25,48.1,10.54,62.16,40.85,0 - 18.38
EXP-ZNO-02899,A549,47.22,6,41.75,34.98,39.34,58.11,48.53,61.73,0 - 27.78
EXP-ZNO-02900,NIH-3T3,167.14,12,49.04,43.09,41.9,27.19,47.17,82.85,0 - 37.28
EXP-ZNO-02901,A549,133.01,24,88.15,78.76,67.34,15.88,97.93,38.0,0 - 17.1
EXP-ZNO-02902,HEK293,35.45,72,30.84,28.29,25.34,51.11,32.86,40.85,0 - 18.38
EXP-ZNO-02903,HeLa,171.05,24,74.74,70.05,60.8,11.08,79.04,45.0,0 - 20.25
EXP-ZNO-02904,MCF-7,13.63,12,22.45,14.49,15.67,84.14,21.18,44.61,0 - 20.07
EXP-ZNO-02905,NIH-3T3,119.31,6,35.83,37.52,26.85,45.54,35.24,105.59,0 - 47.52
EXP-ZNO-02906,PC12,191.9,6,89.15,71.43,64.53,13.01,93.98,64.98,0 - 29.24
EXP-ZNO-02907,HEK293,190.43,12,57.91,46.2,44.24,19.61,55.54,76.47,0 - 34.41
EXP-ZNO-02908,PC12,0.52,24,0.0,0.05,1.16,99.21,0.66,40.0,0 - 18.0
EXP-ZNO-02909,HEK293,46.29,6,10.62,13.85,16.56,78.51,14.82,97.47,0 - 43.86
EXP-ZNO-02910,PC12,62.14,12,55.82,56.19,47.85,37.7,66.61,50.98,0 - 22.94
EXP-ZNO-02911,PC12,173.62,12,81.73,72.39,61.49,18.49,88.76,50.98,0 - 22.94
EXP-ZNO-02912,CHO,27.48,48,17.53,24.86,14.12,71.22,21.37,43.15,0 - 19.42
EXP-ZNO-02913,HepG2,182.52,6,80.07,71.69,58.32,13.02,82.96,68.23,0 - 30.7
EXP-ZNO-02914,Caco-2,2.32,72,10.02,8.17,4.2,90.73,8.07,34.04,0 - 15.32
EXP-ZNO-02915,HEK293,64.02,48,40.95,34.73,32.47,44.73,39.02,47.08,0 - 21.18
EXP-ZNO-02916,HeLa,61.82,48,65.22,45.17,53.02,28.52,63.51,35.31,0 - 15.89
EXP-ZNO-02917,CHO,26.79,6,3.44,0.0,0.0,94.11,3.27,89.35,0 - 40.21
EXP-ZNO-02918,Jurkat,80.03,72,99.36,91.6,89.06,6.03,122.14,20.42,0 - 9.19
EXP-ZNO-02919,A549,122.75,12,83.41,76.97,67.21,19.06,94.53,48.43,0 - 21.79
EXP-ZNO-02920,MCF-7,145.54,48,98.54,84.21,80.94,9.17,112.37,27.46,0 - 12.36
EXP-ZNO-02921,HepG2,49.95,72,67.16,57.05,54.28,28.23,69.32,28.59,0 - 12.87
EXP-ZNO-02922,HeLa,66.95,48,63.55,59.0,45.93,23.34,66.78,35.31,0 - 15.89
EXP-ZNO-02923,Jurkat,118.28,24,98.91,86.88,78.33,11.32,115.57,30.0,0 - 13.5
EXP-ZNO-02924,NIH-3T3,79.34,48,47.64,46.38,43.89,29.85,46.51,51.0,0 - 22.95
EXP-ZNO-02925,HEK293,178.91,6,46.57,43.25,44.93,31.29,48.36,97.47,0 - 43.86
EXP-ZNO-02926,HeLa,84.11,24,63.67,51.3,55.18,26.35,65.53,45.0,0 - 20.25
EXP-ZNO-02927,HEK293,14.72,24,9.78,5.36,5.45,91.34,6.72,60.0,0 - 27.0
EXP-ZNO-02928,PC12,140.83,24,87.12,69.25,62.88,14.84,91.8,40.0,0 - 18.0
EXP-ZNO-02929,Caco-2,30.08,72,34.4,32.62,31.52,55.02,37.04,34.04,0 - 15.32
EXP-ZNO-02930,PC12,164.54,6,75.67,69.07,69.66,18.84,88.0,64.98,0 - 29.24
EXP-ZNO-02931,HeLa,159.52,48,80.21,63.44,69.11,5.56,83.14,35.31,0 - 15.89
EXP-ZNO-02932,CHO,132.48,12,54.89,53.93,42.41,24.02,57.08,70.1,0 - 31.55
EXP-ZNO-02933,Caco-2,151.09,6,59.05,58.91,49.86,28.2,60.82,81.23,0 - 36.55
EXP-ZNO-02934,HepG2,64.88,24,61.91,53.98,52.5,30.55,66.23,42.0,0 - 18.9
EXP-ZNO-02935,Jurkat,9.13,24,23.86,11.53,9.59,86.59,19.04,30.0,0 - 13.5
EXP-ZNO-02936,NIH-3T3,75.65,12,40.55,30.96,24.99,55.89,30.85,82.85,0 - 37.28
EXP-ZNO-02937,MCF-7,31.22,72,66.48,55.28,59.61,37.18,77.42,23.83,0 - 10.72
EXP-ZNO-02938,HeLa,32.14,72,49.83,45.15,33.72,47.27,48.16,30.64,0 - 13.79
EXP-ZNO-02939,PC12,13.04,72,11.55,19.74,10.84,81.03,18.84,27.23,0 - 12.25
EXP-ZNO-02940,HeLa,16.83,6,17.39,12.05,7.07,89.09,11.8,73.1,0 - 32.9
EXP-ZNO-02941,HEK293,24.72,6,8.29,6.77,8.54,89.6,7.78,97.47,0 - 43.86
EXP-ZNO-02942,MCF-7,118.85,72,100.0,84.77,84.99,6.48,115.28,23.83,0 - 10.72
EXP-ZNO-02943,PC12,52.04,72,69.09,65.34,60.03,26.83,79.59,27.23,0 - 12.25
EXP-ZNO-02944,Jurkat,72.63,72,100.0,88.26,84.61,6.24,120.65,20.42,0 - 9.19
EXP-ZNO-02945,PC12,33.31,72,53.47,49.89,42.57,47.17,58.62,27.23,0 - 12.25
EXP-ZNO-02946,Jurkat,181.62,72,100.0,96.47,80.87,6.77,121.18,20.42,0 - 9.19
EXP-ZNO-02947,A549,34.47,12,43.98,28.5,34.01,57.41,47.36,48.43,0 - 21.79
EXP-ZNO-02948,NIH-3T3,165.46,72,65.58,59.14,50.54,6.89,60.9,44.25,0 - 19.91
EXP-ZNO-02949,Caco-2,89.95,48,70.45,55.19,53.75,20.32,66.76,39.23,0 - 17.65
EXP-ZNO-02950,A549,41.52,6,28.4,30.05,32.39,65.59,38.7,61.73,0 - 27.78
EXP-ZNO-02951,Jurkat,65.6,6,74.8,62.22,54.69,39.4,81.64,48.74,0 - 21.93
EXP-ZNO-02952,Caco-2,87.15,72,64.68,61.57,55.41,20.42,66.76,34.04,0 - 15.32
EXP-ZNO-02953,PC12,79.79,72,83.37,73.1,67.12,16.8,91.2,27.23,0 - 12.25
EXP-ZNO-02954,HepG2,112.32,6,65.26,55.59,53.32,24.45,70.52,68.23,0 - 30.7
EXP-ZNO-02955,CHO,85.58,72,63.05,61.5,51.4,16.27,64.27,37.44,0 - 16.85
EXP-ZNO-02956,CHO,121.77,24,65.87,58.96,52.17,20.97,62.42,55.0,0 - 24.75
EXP-ZNO-02957,Jurkat,125.52,48,99.22,91.52,82.76,7.31,120.03,23.54,0 - 10.59
EXP-ZNO-02958,Jurkat,39.37,72,85.94,69.95,64.17,27.34,95.73,20.42,0 - 9.19
EXP-ZNO-02959,HEK293,133.97,72,61.53,50.07,51.57,9.41,61.92,40.85,0 - 18.38
EXP-ZNO-02960,PC12,70.08,12,63.56,57.77,55.47,31.58,73.49,50.98,0 - 22.94
EXP-ZNO-02961,Caco-2,150.41,48,72.17,62.79,61.11,7.45,75.33,39.23,0 - 17.65
EXP-ZNO-02962,NIH-3T3,46.37,12,8.33,17.79,18.57,71.51,17.09,82.85,0 - 37.28
EXP-ZNO-02963,Caco-2,25.98,6,11.31,0.55,4.65,86.33,9.38,81.23,0 - 36.55
EXP-ZNO-02964,HEK293,140.39,48,64.85,55.62,47.23,18.93,58.59,47.08,0 - 21.18
EXP-ZNO-02965,Caco-2,140.2,24,68.99,56.49,52.13,16.21,68.39,50.0,0 - 22.5
EXP-ZNO-02966,HepG2,5.62,48,3.78,8.97,12.52,90.34,9.25,32.95,0 - 14.83
EXP-ZNO-02967,A549,7.12,12,5.52,2.01,0.0,97.79,3.01,48.43,0 - 21.79
